no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,PERF
0,0,0,1,0,1,1,166,1,3898.49
0,0,1,0,1,0,0,54,5,5494.36
0,0,0,0,0,0,1,180,4,3665.88
0,0,1,0,0,0,1,103,9,3672.46
0,0,0,0,1,0,1,172,2,5447.59
0,0,0,0,1,1,0,42,5,5450.26
0,0,1,0,0,1,0,51,8,3677.7
0,0,0,0,1,1,0,178,3,5456.53
0,1,0,1,1,0,0,104,3,6602.56
0,0,0,0,1,1,1,57,9,5433.36
0,1,0,0,1,0,1,47,8,6499.85
0,1,0,1,1,0,0,149,3,6602.56
0,0,0,0,1,0,0,54,8,5419.15
0,1,0,0,1,0,1,50,8,6499.85
0,1,0,0,0,1,0,77,3,4427.37
0,1,0,0,1,0,0,53,7,6496.59
0,1,0,0,1,0,0,108,5,6517.56
0,1,0,1,1,0,1,137,2,6628.84
0,0,0,0,1,0,0,61,8,5419.15
0,0,0,0,1,1,1,63,5,5451.99
0,1,0,0,1,1,0,85,9,6520.63
0,0,0,0,0,0,0,129,7,3661.65
0,1,0,0,1,1,1,136,3,6579.48
0,0,0,0,0,0,0,51,8,3650.44
0,1,0,0,1,0,0,57,8,6494.42
0,1,0,0,0,0,0,162,6,4388.63
0,1,0,1,0,1,1,185,2,4543.16
0,1,1,0,0,1,1,99,7,4426.49
1,1,0,0,1,1,0,178,5,6492.3
0,1,0,0,0,0,0,96,3,4410.48
0,0,1,0,0,0,1,102,6,3678.58
0,0,1,0,0,0,0,52,8,3673.22
