no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0,1,0,0,1,0,0,134,6,-1
0,0,0,1,1,1,1,143,5,-1
1,1,1,0,0,1,1,205,6,-1
0,1,1,0,1,1,1,105,9,-1
1,1,0,0,0,0,0,54,3,-1
0,1,0,0,0,0,1,121,3,-1
0,0,1,1,1,0,0,149,3,-1
0,1,1,0,1,0,0,246,2,-1
0,1,0,0,0,0,1,68,1,-1
1,0,0,0,1,0,1,130,7,-1
1,0,1,1,0,1,0,204,2,-1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,5.0,3670.63
0,1,1,0,0,1,0,148,6,-1
0,0,0,0,0,0,0,174,2,-1
1,1,0,0,1,0,0,78,9,-1
1,1,1,0,1,0,0,243,7,-1
1,0,0,1,1,0,0,165,1,-1
1,1,0,0,0,1,1,198,8,-1
0,0,0,0,0,0,1,198,5,-1
1,1,0,0,1,1,1,72,9,-1
0,1,1,1,0,0,0,187,7,-1
1,1,1,0,0,0,1,249,7,-1
0,1,1,1,0,0,1,112,9,-1
1,1,0,0,0,0,1,200,8,-1
0,0,0,1,0,0,0,47,9,-1
1,0,0,0,1,0,1,246,9,-1
0,1,0,0,1,0,0,108,7,-1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,113.0,2.0,5567.87
1,0,1,1,0,0,1,152,5,-1
0,1,1,0,1,0,1,77,1,-1
0,0,1,0,0,0,0,184,6,-1
0,1,1,1,0,1,1,189,7,-1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,141.0,4.0,5473.06
0,1,0,0,1,0,1,198,1,-1
0,1,1,1,1,1,1,45,1,-1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,126.0,2.0,3638.66
1.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,6.0,3670.41
1,1,0,1,1,1,0,206,9,-1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,79.0,4.0,5478.91
1,0,0,1,0,1,0,106,3,-1
0,1,0,1,0,0,0,204,4,-1
0,0,1,1,1,0,1,56,8,-1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,3.0,3639.18
0,1,1,0,1,1,1,200,7,-1
0,1,1,0,0,1,0,228,7,-1
1,1,1,1,0,0,1,195,4,-1
0,1,0,1,1,1,1,49,6,-1
1,1,0,1,1,0,0,126,8,-1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,245.0,3.0,5557.23
1,1,1,0,0,0,0,196,5,-1
0,1,1,1,0,0,0,55,3,-1
1,1,1,1,0,1,0,231,7,-1
0,0,1,0,0,0,1,249,4,-1
0,1,1,0,1,1,1,152,7,-1
1,1,0,1,0,1,0,102,1,-1
1,1,0,0,0,1,0,246,1,-1
1,0,0,1,0,1,0,84,8,-1
1,0,0,1,1,1,0,199,9,-1
1,1,1,0,0,1,0,120,7,-1
0,1,1,0,1,1,1,147,5,-1
0,1,0,1,1,0,1,163,9,-1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,159.0,5.0,3669.62
1,0,0,1,1,0,0,49,9,-1
1,0,1,0,1,0,0,77,7,-1
1,1,0,0,1,1,1,151,7,-1
1,1,0,1,1,1,1,177,4,-1
0,0,1,0,1,0,0,43,4,-1
1,1,1,1,1,1,1,214,2,-1
1,1,0,0,0,1,0,233,5,-1
0,1,1,0,0,1,0,173,1,-1
0,1,0,0,0,0,1,217,6,-1
1,1,0,0,0,0,1,208,9,-1
0,1,1,0,1,0,0,127,7,-1
0,1,0,1,0,1,0,167,8,-1
0,1,1,1,1,0,1,185,5,-1
1,0,1,0,1,0,1,214,7,-1
0,1,1,0,1,0,1,62,9,-1
1,1,1,0,0,0,0,50,4,-1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,191.0,4.0,5473.64
0.0,0.0,0.0,0.0,1.0,1.0,1.0,112.0,7.0,5396.46
0,0,1,0,0,0,1,192,6,-1
1,1,1,0,1,1,1,118,6,-1
1,0,0,1,1,0,0,191,3,-1
0,1,0,1,0,1,0,108,8,-1
0,0,1,1,0,1,0,51,3,-1
1,1,0,1,0,0,1,179,4,-1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,168.0,7.0,5468.78
0,1,0,1,1,1,1,83,7,-1
1,0,0,1,0,1,0,209,9,-1
0,1,0,1,0,1,1,54,8,-1
1,1,1,1,0,1,0,148,3,-1
1,0,1,1,0,0,1,62,9,-1
1,0,0,1,0,0,0,130,8,-1
1,1,1,1,1,0,0,175,4,-1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,138.0,2.0,5567.87
0,1,1,0,0,0,1,110,6,-1
1.0,0.0,1.0,0.0,1.0,1.0,1.0,171.0,8.0,5539.73
1,1,1,0,1,1,0,93,2,-1
0,1,1,0,1,0,0,205,2,-1
1,1,0,0,1,0,1,176,1,-1
1,1,1,0,1,0,1,131,5,-1
0,1,1,1,1,0,0,245,2,-1
1,1,0,0,1,0,0,147,4,-1
1,1,0,0,0,0,0,88,3,-1
0,1,1,1,1,0,1,96,4,-1
0,0,0,1,0,0,0,70,3,-1
0,1,1,0,0,1,0,136,4,-1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,85.0,7.0,5462.36
1,1,0,0,1,1,1,118,2,-1
1,0,0,0,0,0,1,142,9,-1
0,1,0,0,0,1,0,141,1,-1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,90.0,7.0,3636.44
0,0,1,1,0,1,0,182,6,-1
0,0,1,0,0,0,1,174,1,-1
0,1,0,0,0,1,0,53,9,-1
0,0,0,1,0,0,0,152,5,-1
0,1,0,0,1,0,1,114,3,-1
0,1,1,0,0,0,0,114,1,-1
1,1,0,0,0,0,0,164,7,-1
0,0,1,0,1,0,0,235,4,-1
1,1,0,0,0,0,1,246,1,-1
1,1,1,0,1,1,1,79,2,-1
0,0,0,1,1,0,1,155,8,-1
0,0,0,1,0,0,1,227,7,-1
1,1,0,0,0,0,1,73,2,-1
0,1,0,1,0,1,0,125,3,-1
1,0,0,0,1,0,1,162,5,-1
0.0,0.0,0.0,0.0,1.0,1.0,1.0,223.0,1.0,5588.89
0,1,0,1,0,0,0,41,1,-1
1,1,1,1,1,0,0,189,9,-1
0,0,1,1,1,1,1,132,4,-1
0,0,0,1,0,0,0,63,9,-1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,162.0,5.0,3669.62
0,1,0,0,0,1,1,68,8,-1
0,1,0,0,0,0,1,78,3,-1
0,1,1,0,0,1,1,126,1,-1
0,1,1,1,0,0,1,239,6,-1
0,1,1,0,1,1,0,118,7,-1
1,1,1,0,0,1,0,57,9,-1
1,0,0,1,0,1,0,170,1,-1
0,1,1,0,0,0,1,139,5,-1
1,0,0,0,0,0,0,172,5,-1
1,1,0,1,0,1,0,177,2,-1
1,1,1,1,1,1,1,76,1,-1
1,1,1,1,0,1,0,139,3,-1
0,1,0,1,1,0,0,189,6,-1
0,1,1,0,0,1,0,92,9,-1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,160.0,4.0,5553.34
1,1,1,0,1,1,0,121,2,-1
1,1,1,1,0,1,0,244,3,-1
1,0,1,0,1,0,1,134,9,-1
0,0,0,1,0,1,0,151,1,-1
1,1,0,0,0,1,0,193,3,-1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,4.0,3675.44
1,0,0,0,0,0,0,107,8,-1
0,0,0,0,0,0,0,246,2,-1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0,3.0,3672.86
1,0,1,1,1,1,1,132,3,-1
0,1,1,1,0,1,0,160,9,-1
1,0,0,0,0,0,1,141,7,-1
1,1,1,0,1,1,1,115,7,-1
1,1,0,0,0,1,0,154,4,-1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,108.0,5.0,5472.4
0,1,1,0,0,0,0,250,8,-1
1,0,0,0,1,0,0,174,7,-1
0,0,0,1,1,1,1,125,2,-1
0,1,0,1,1,0,1,145,1,-1
0,1,0,1,1,1,0,188,3,-1
0,1,0,0,1,1,1,239,2,-1
0,1,0,1,1,1,1,50,6,-1
0,0,1,0,0,0,1,215,3,-1
0,1,1,1,1,0,0,149,8,-1
1,1,0,1,0,0,0,133,8,-1
1,0,1,1,0,0,1,122,1,-1
1,0,0,0,0,0,1,214,9,-1
0,0,0,1,1,1,1,69,8,-1
0,0,0,1,1,0,0,56,4,-1
1.0,0.0,1.0,0.0,1.0,1.0,1.0,131.0,6.0,5543.3
1,1,1,1,1,0,1,80,8,-1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,104.0,9.0,3622.75
0,1,0,0,0,0,1,121,7,-1
1,0,1,1,0,1,1,247,8,-1
0,0,1,1,0,0,0,166,7,-1
1,1,1,1,1,1,0,137,2,-1
1,1,0,1,1,1,1,69,3,-1
0,0,1,1,1,0,1,194,7,-1
1,1,0,1,1,1,1,242,2,-1
1,1,0,1,0,0,1,189,1,-1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,119.0,2.0,3710.82
0,1,0,0,0,0,1,79,5,-1
0,0,0,1,1,0,1,153,4,-1
1,1,0,1,1,0,0,119,4,-1
1,1,1,0,0,1,0,52,7,-1
0,1,1,0,1,0,1,107,4,-1
0,0,1,1,1,0,1,89,6,-1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,185.0,8.0,5464.44
1,1,1,1,1,1,0,169,7,-1
1,1,1,0,1,1,0,75,3,-1
1,1,0,0,1,1,0,199,9,-1
1,1,1,0,1,1,0,207,2,-1
1,0,1,1,1,0,1,200,2,-1
1,0,1,1,0,1,1,192,9,-1
1,0,1,1,0,1,1,130,8,-1
1,1,1,1,1,0,1,220,4,-1
1,0,0,0,0,0,0,187,5,-1
0,0,0,1,0,1,1,195,9,-1
1,1,0,0,1,0,0,150,8,-1
1,0,1,0,1,0,0,243,2,-1
1,0,1,1,0,1,1,164,4,-1
1,0,1,1,0,0,1,195,2,-1
1,0,1,1,1,0,0,166,8,-1
0,1,0,0,0,1,1,62,1,-1
1,0,0,0,1,0,1,228,3,-1
1,1,1,1,1,0,1,202,7,-1
1,0,0,0,0,0,0,124,2,-1
0,1,0,1,0,1,1,82,3,-1
1,0,0,1,1,0,1,137,5,-1
0,1,1,0,1,0,1,77,5,-1
0,1,0,0,1,0,0,204,8,-1
0,1,0,0,0,0,0,112,1,-1
1,1,1,1,1,1,1,156,6,-1
1,1,0,0,1,1,0,221,3,-1
0,1,0,1,1,1,0,94,2,-1
0,1,1,0,1,1,0,142,5,-1
1,1,0,1,1,0,0,223,2,-1
1,0,0,1,1,1,0,244,1,-1
0,0,0,1,0,0,1,239,7,-1
0,0,0,1,1,0,0,168,4,-1
1,0,1,0,0,0,0,138,4,-1
0,0,0,1,1,0,0,158,6,-1
1,1,1,0,0,0,1,73,3,-1
1,0,1,0,0,0,0,220,5,-1
0,0,1,1,1,1,0,172,7,-1
1,0,0,1,0,0,0,238,2,-1
1,0,0,0,0,0,0,250,8,-1
1,0,0,1,0,1,1,83,4,-1
0,0,0,1,0,1,1,79,6,-1
0,0,1,1,0,1,1,160,5,-1
1,1,0,0,0,0,0,109,1,-1
0,0,1,1,0,0,0,182,9,-1
