replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
5,105,628,-5,109,6,no,804,250,-1
8,84,580,-2,161,12,yes,2007,91,-1
10.0,101.0,538.0,-4.0,206.0,14.0,no,14.0,105.0,78558.34375
9,46,609,-4,142,8,no,841,15,-1
2,48,633,-5,104,12,no,3517,27,-1
5,70,276,-1,144,6,no,824,312,-1
4,44,296,-2,155,17,no,4665,151,-1
3,58,882,-2,169,6,yes,4846,297,-1
1,35,326,-4,107,6,yes,4502,101,-1
11.0,78.0,873.0,-1.0,288.0,6.0,no,3035.0,474.0,68617.7890625
2,60,909,-5,178,10,yes,4643,88,-1
8.0,102.0,898.0,-3.0,285.0,10.0,no,1147.0,391.0,76576.875
6.0,58.0,386.0,-2.0,221.0,16.0,no,2436.0,78.0,76842.0078125
8.0,34.0,615.0,-2.0,235.0,6.0,no,4218.0,322.0,70801.875
10.0,116.0,602.0,-1.0,247.0,10.0,no,360.0,201.0,75499.7109375
11,42,693,-5,116,15,no,244,77,-1
7.0,88.0,265.0,-4.0,293.0,8.0,yes,2098.0,392.0,77018.0859375
7,108,667,-4,136,6,yes,563,13,-1
11,51,942,-5,193,8,yes,3077,322,-1
9,116,522,-3,189,7,yes,2972,408,-1
3,84,612,-2,115,10,no,358,277,-1
8,73,754,-3,143,10,yes,1676,216,-1
2,53,383,-1,245,18,yes,3061,467,-1
6.0,72.0,984.0,-1.0,290.0,12.0,yes,2035.0,500.0,76957.953125
10,60,973,-4,119,16,no,2597,321,-1
1,104,468,-3,169,16,yes,1437,53,-1
4,71,316,-4,253,16,yes,4898,439,-1
5,47,496,-3,205,13,no,4263,144,-1
6,117,876,-4,149,17,no,657,266,-1
6.0,48.0,295.0,-4.0,254.0,12.0,yes,3928.0,491.0,76997.6171875
1,50,266,-3,168,6,yes,469,157,-1
3,109,577,-4,109,11,yes,3376,457,-1
9.0,56.0,360.0,-2.0,258.0,13.0,yes,2759.0,141.0,76537.8671875
3,34,750,-1,281,12,yes,4643,408,-1
7,72,654,-4,137,15,yes,2735,205,-1
5,76,873,-3,292,7,no,2610,207,-1
10,111,971,-3,106,14,yes,2438,141,-1
