StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
1,1,18,391,455,-1
9,6,13,701,1,-1
3.0,7.0,12.0,33.0,518.0,3921.713134765625
3,9,11,802,388,-1
8,5,17,327,224,-1
5,8,14,230,415,-1
1,3,16,545,597,-1
3,1,11,339,196,-1
6,3,17,601,662,-1
7,5,14,309,62,-1
8,5,11,926,582,-1
6,4,12,999,168,-1
4,9,12,499,479,-1
3,9,14,12,473,-1
1,7,18,905,47,-1
7,3,15,301,305,-1
2,6,11,964,43,-1
9,2,11,745,530,-1
7,5,16,83,673,-1
5.0,9.0,11.0,69.0,676.0,3960.821044921875
9,4,17,560,390,-1
5.0,6.0,11.0,306.0,738.0,4208.681640625
3,5,13,358,650,-1
7,9,15,203,336,-1
1,3,16,611,241,-1
2,1,12,501,255,-1
8,6,14,431,39,-1
7,7,14,725,272,-1
2,3,12,606,642,-1
7,1,17,478,378,-1
5,4,12,395,646,-1
7.0,9.0,12.0,891.0,800.0,4351.318359375
