replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
5,119,883,-1,129,20,yes,1647,372,76169.81666666667
8,40,290,-1,235,18,yes,702,393,72543.02
3,35,657,-3,181,8,no,3379,98,74367.73
2,65,676,-1,236,20,yes,2590,439,78800.91333333334
7,63,492,-2,269,16,no,4393,461,75873.19
6,59,324,-1,260,15,yes,2542,374,74273.08666666667
8,99,749,-4,175,17,no,3493,82,75487.93666666666
8,38,755,-4,271,11,no,2731,443,73374.37333333334
9,72,423,-5,292,19,no,1155,83,73353.15666666668
9,92,515,-4,232,11,no,3943,337,76541.19333333333
5,76,1005,-4,265,17,no,2079,216,78262.02333333333
8,72,960,-1,167,16,yes,3182,311,71489.38666666667
3,33,484,-3,235,8,no,4613,433,77626.03333333334
8,91,315,-5,211,8,no,2370,110,74092.83
8,67,429,-5,299,16,no,4799,31,81281.98666666666
10,110,675,-3,246,17,no,266,335,67588.84666666666
9,35,416,-5,260,14,no,2613,315,78441.76000000001
3,115,702,-4,148,17,no,964,356,71931.34333333334
7,109,320,-3,182,18,no,4516,455,71165.05333333333
4,71,302,-3,281,6,yes,3364,422,74311.87000000001
11,119,257,-4,263,10,no,2372,80,74939.73
3,63,961,-1,117,5,no,1705,404,75199.30666666667
1,128,710,-3,266,15,no,1272,384,78882.10333333333
11,108,600,-2,151,11,yes,4002,158,73863.56666666667
1,91,775,-4,122,20,yes,1037,393,74269.18000000001
9,54,358,-5,254,7,yes,3179,384,78652.53
10,34,318,-4,153,10,yes,3793,236,77765.80666666666
9,126,641,-2,189,5,yes,486,314,73026.77
2,81,808,-4,117,6,no,4484,147,73216.64000000001
1,33,855,-2,160,14,yes,2414,68,71740.08666666667
1,57,384,-5,195,17,yes,1145,328,75586.29
3,68,854,-2,195,9,no,2655,340,74332.05666666667
4,84,1023,-2,103,9,yes,3633,457,70894.39333333334
3,114,300,-1,228,10,yes,3549,389,79176.54
11,47,282,-4,161,13,no,2224,73,71486.56666666667
3,33,586,-4,240,10,yes,3669,445,71190.26
8,87,830,-1,181,15,yes,2812,28,71941.21999999999
1,55,532,-1,178,17,yes,436,483,75423.22000000002
11,53,516,-1,162,16,no,494,100,76038.45333333332
6,36,344,-2,232,16,yes,166,324,75389.17666666668
2,117,636,-1,142,10,yes,4215,323,76651.28333333334
10,65,919,-1,188,13,yes,4147,40,71606.59
9,108,383,-5,190,7,no,2486,398,79536.97666666667
8,37,527,-1,276,14,yes,1007,253,72626.52666666667
1,114,757,-3,168,17,yes,2798,23,75002.03666666667
4,128,681,-4,250,5,yes,4846,162,74790.84333333334
3,67,764,-4,225,15,no,967,218,73546.46666666666
10,58,340,-4,123,20,yes,923,100,72368.70666666667
3,100,313,-4,176,20,no,773,290,74596.52
5,88,492,-5,210,14,no,383,170,68991.40999999999
11,51,705,-4,227,16,yes,4523,237,76858.41
9,55,400,-4,211,17,yes,3981,295,76821.25333333334
2,79,831,-4,212,10,yes,2032,30,82526.56333333334
10,124,949,-5,184,7,yes,3016,482,68238.06
1,38,433,-2,201,14,no,2485,129,72332.28000000001
10,51,517,-4,187,15,yes,4499,440,76356.84999999999
9,90,511,-5,170,6,no,4346,321,71761.69
6,53,566,-4,290,6,yes,4395,154,71930.55333333334
11,128,703,-5,248,15,yes,2245,239,85150.18666666666
11,48,481,-3,108,10,no,225,246,81714.15000000001
11,47,796,-3,104,6,no,611,292,80575.60333333333
4,114,621,-4,140,20,yes,1059,221,71647.51666666666
5,35,429,-3,211,15,yes,1395,182,72312.83333333333
11,116,771,-2,191,20,no,3247,213,72061.95666666667
6,35,779,-4,104,20,no,2522,167,75538.62666666666
11,124,801,-5,252,15,yes,3900,296,69314.16
1,33,459,-5,283,20,no,235,318,72259.16333333333
11,68,947,-5,266,17,yes,1481,392,76362.58333333333
10,41,414,-3,165,15,yes,2711,470,70960.06666666667
1,84,465,-4,111,15,yes,1989,399,77400.02666666667
6,126,325,-1,248,10,no,4304,216,68473.73
2,52,409,-1,167,14,yes,1456,348,73197.39
11,50,418,-3,194,17,no,2284,104,77260.68333333333
3,89,719,-4,254,6,no,707,102,76957.84999999999
9,72,902,-4,298,16,no,2835,168,76067.33
7,78,385,-5,298,6,no,3988,192,80230.35666666667
11,112,786,-2,207,7,no,2622,491,71023.40333333334
1,94,819,-2,174,19,no,1399,287,75686.50666666667
4,56,744,-5,103,6,yes,586,223,77339.04
11,76,766,-1,104,12,yes,2462,10,74498.87666666666
6,60,500,-4,221,17,yes,1079,96,72020.33
5,87,543,-1,278,20,no,2107,276,70312.86333333334
2,77,373,-5,296,5,no,880,10,67186.16333333333
3,43,981,-3,267,5,no,2240,263,72857.90666666668
4,80,428,-2,167,9,yes,4687,45,73960.82333333335
10,97,776,-2,120,19,no,782,432,72031.98
3,84,524,-4,145,10,yes,664,274,74193.42
9,63,400,-4,100,17,yes,2122,56,73806.35333333333
9,92,546,-1,281,5,no,1070,132,76275.27666666667
1,100,562,-5,181,20,yes,1180,442,77954.27333333333
11,35,696,-1,125,16,yes,2624,73,66883.55666666667
7,80,953,-5,138,7,no,2986,387,70471.41333333333
10,111,996,-2,294,10,no,2154,154,77018.37000000001
5,115,723,-4,134,8,yes,386,484,70895.20333333334
2,57,484,-3,210,6,yes,4183,404,74452.57333333333
5,85,507,-3,109,19,yes,1999,346,76839.83
1,70,878,-3,121,10,yes,2167,125,71401.57666666666
3,108,956,-4,136,16,yes,4119,467,67230.40000000001
7,73,283,-5,133,16,yes,2244,332,82038.41666666667
3,40,427,-1,208,13,no,4465,440,71577.88666666667
2,125,400,-3,250,14,yes,2338,297,78195.56333333334
4,33,852,-5,131,5,no,3180,491,76550.82
11,40,667,-3,168,12,no,93,332,73914.32666666666
10,32,598,-4,273,12,no,2191,324,70931.09999999999
10,33,730,-3,121,19,yes,1227,149,74511.96666666667
6,64,935,-3,209,11,yes,2825,130,71687.48999999999
11,83,894,-2,230,20,yes,1346,127,72639.33666666667
6,73,753,-3,169,15,yes,1650,181,74356.07666666666
11,108,1005,-4,270,6,yes,2711,258,72513.37666666666
10,102,559,-2,196,18,no,3216,314,73016.04666666668
2,108,993,-1,268,9,no,2306,226,77485.38333333335
9,37,897,-3,153,6,yes,2028,394,70251.38666666667
1,58,908,-2,184,5,no,1171,419,65982.34333333334
2,115,309,-1,104,17,yes,3459,424,83155.93000000001
7,43,999,-2,234,10,no,4766,284,72825.86666666667
5,112,421,-5,125,15,yes,2927,10,76224.58666666667
7,102,928,-2,135,10,no,3204,352,72831.78000000001
10,79,309,-1,142,14,yes,1160,369,65189.36000000001
4,128,556,-1,267,15,yes,3781,472,73355.75000000001
4,119,307,-4,183,20,no,3962,168,70894.39333333333
10,34,761,-4,279,17,no,265,223,71938.34333333334
11,56,332,-5,130,13,no,4104,2,68796.21666666667
7,72,845,-1,207,12,yes,2637,121,70892.93000000001
1,125,1020,-2,283,11,no,1417,396,72460.80333333333
4,94,860,-3,218,12,no,4368,1,74441.71666666667
7,33,990,-2,273,6,no,1463,189,79488.19666666667
11,36,691,-5,115,10,no,3742,378,75040.95333333334
3,126,544,-4,143,18,yes,1759,493,69237.47000000002
10,83,337,-3,231,9,yes,3493,35,71687.48999999999
1,96,838,-2,206,16,no,2168,294,83243.43000000001
5,124,421,-1,245,7,no,2951,484,75331.06000000001
4,44,259,-3,191,18,yes,3059,73,75838.68666666666
11,96,890,-3,279,5,no,968,313,74397.18333333333
2,66,994,-3,185,14,yes,3127,353,76762.05333333333
5,103,614,-3,200,17,yes,4863,137,76333.61333333334
8,76,409,-1,224,7,yes,48,2,74488.76666666666
4,69,290,-4,300,15,no,4149,445,75246.91000000002
6,101,971,-5,190,20,yes,3148,273,71495.59
4,95,628,-5,145,16,no,3233,407,78159.28666666667
10,90,490,-1,151,13,yes,3478,489,75631.78333333333
1,103,975,-1,120,9,no,4088,296,81508.36333333333
11,107,876,-5,280,15,yes,1117,453,68312.38333333335
3,38,835,-3,167,7,no,3293,179,75248.19
7,84,550,-3,291,14,no,4847,89,74646.08333333333
10,126,559,-2,241,12,yes,2810,481,72196.49333333333
9,76,840,-5,132,20,yes,2904,148,71284.27
8,36,420,-3,163,16,yes,368,360,73016.04666666668
5,51,731,-5,147,12,yes,3821,152,67233.26666666666
9,44,559,-5,191,18,yes,2889,219,76729.52
7,85,439,-5,172,14,yes,14,302,70640.38666666666
2,95,730,-5,299,16,yes,3096,366,68216.59333333334
7,89,622,-5,229,19,no,2655,141,72398.03
10,80,955,-2,292,9,no,2472,87,74154.59
10,56,381,-2,155,16,yes,1230,396,74809.27
10,89,258,-2,163,8,no,3287,339,65870.93000000001
11,60,932,-5,216,13,no,4411,297,81675.03000000001
4,33,820,-4,287,7,yes,2242,116,72017.21666666667
6,35,488,-4,182,13,no,2603,210,64663.876666666656
2,55,524,-1,280,20,yes,756,176,78267.77
4,62,828,-3,204,9,no,1862,401,73563.53666666667
2,128,862,-3,225,5,yes,783,79,75071.88
5,66,901,-4,237,17,no,40,11,79456.14
10,111,515,-4,238,16,yes,1634,213,73746.72
11,62,305,-1,251,5,no,1430,47,75427.09333333334
4,52,825,-2,113,18,no,4447,346,74378.07333333333
11,89,260,-5,193,13,no,1997,161,72751.32333333333
1,64,290,-3,233,14,no,907,49,73224.08666666667
2,49,275,-1,230,15,no,3860,449,71155.11666666665
4,96,300,-5,192,17,yes,1385,161,75213.48333333334
7,47,553,-2,125,17,no,3228,244,73777.31
4,109,964,-2,272,11,no,1397,393,73047.77666666667
11,84,893,-5,143,10,no,4623,496,82919.95666666667
11,42,811,-5,203,12,yes,2706,41,74712.51
6,123,854,-3,170,19,no,1402,162,65619.86666666667
3,84,628,-4,297,5,no,614,383,74640.67333333334
1,109,448,-1,189,7,no,3651,411,77351.04333333333
10,94,352,-3,197,19,no,4069,141,69472.45666666667
4,95,593,-1,173,18,yes,4306,463,70706.53666666667
6,119,700,-2,201,14,yes,2428,420,73642.40666666668
10,75,519,-2,172,16,no,4558,94,73402.36666666667
5,65,1016,-2,182,20,no,1324,236,75221.48666666668
9,106,898,-4,212,15,no,672,458,75522.12
9,85,289,-1,212,16,no,4948,80,86562.28666666667
3,94,433,-3,169,5,no,2124,394,75275.01000000001
9,67,679,-2,265,11,yes,958,319,72036.72666666667
5,101,798,-1,155,16,no,1522,464,75501.53666666667
7,96,487,-5,213,6,no,4320,82,83129.38333333335
9,84,696,-3,218,14,yes,1958,370,72920.04
2,78,929,-5,240,16,no,1237,216,72936.54666666668
7,125,526,-3,299,17,no,4119,320,75602.12333333334
3,67,928,-5,181,20,no,3734,499,74219.81666666667
5,112,677,-3,177,15,yes,4507,280,75258.91333333333
3,109,680,-1,144,8,no,2472,206,71820.32333333335
4,73,1010,-4,193,17,yes,4926,177,79480.57666666666
4,39,425,-5,189,16,yes,4614,4,78252.36
4,82,436,-5,163,18,yes,3456,197,75327.20666666667
10,77,423,-4,289,8,no,3919,245,69850.98666666666
1,76,358,-4,177,9,no,636,228,72041.06
8,58,800,-2,259,6,yes,657,200,72103.71
4,39,768,-5,277,19,no,1520,145,69133.91000000002
6,39,482,-2,125,18,yes,3129,287,74360.99333333333
3,86,654,-2,124,11,yes,3674,415,70480.81333333334
2,107,856,-1,199,17,no,4005,402,74397.35666666667
11,98,695,-2,187,11,yes,3778,150,72854.90666666668
6,87,637,-1,158,13,no,4323,348,77951.75333333334
7,52,737,-1,156,9,yes,2773,403,68952.30333333333
9,56,521,-2,104,9,no,2063,173,79186.78333333334
8,70,569,-2,299,17,no,2327,44,78779.85666666667
5,53,319,-5,114,15,no,2824,379,75585.76000000001
3,70,647,-4,250,19,no,4088,134,77608.22
5,109,769,-2,129,17,no,4439,489,72508.28333333334
9,71,289,-2,264,18,no,4051,54,71842.73666666668
10,88,558,-4,179,7,yes,3042,426,71871.94666666667
1,99,615,-5,177,17,no,1867,32,68716.09333333334
3,43,261,-2,168,11,yes,1066,117,71588.61
7,106,494,-2,187,8,no,3725,188,72290.93333333333
3,59,476,-3,170,10,no,3032,242,71128.93000000001
2,126,998,-2,145,16,yes,2740,7,70987.65666666668
4,68,945,-5,159,8,yes,1974,13,70703.37999999999
9,80,645,-4,299,13,yes,1666,416,71588.61
11,93,793,-5,253,17,yes,2615,213,71128.93000000001
5,65,967,-1,124,8,yes,4678,335,74427.85333333333
10,79,577,-4,262,7,yes,2699,15,69825.26333333335
1,104,656,-2,134,8,yes,382,89,76275.63666666667
10,96,903,-1,260,12,no,795,171,71347.33333333333
3,39,322,-1,205,16,yes,3799,84,74124.70666666667
4,124,935,-4,200,12,yes,2241,227,72675.33666666667
5,101,954,-1,222,7,no,3369,50,76640.73666666668
1,44,905,-1,136,7,no,4786,62,73969.93000000001
3,98,1001,-1,213,11,yes,1989,411,70952.62000000001
10,44,544,-5,177,14,no,4255,489,74579.31999999999
6,39,730,-3,239,18,no,4259,348,73547.79666666668
9,44,681,-2,131,20,no,1108,169,79336.35666666667
7,76,433,-4,270,12,no,921,349,70150.48333333334
6,84,997,-5,232,16,yes,4948,84,67832.90000000001
6,52,668,-5,270,12,no,1301,111,83315.33
1,52,717,-1,217,19,yes,4773,383,70627.2
6,98,657,-3,125,6,no,2386,141,64912.47000000001
11,38,619,-1,250,14,no,1966,487,77162.72666666667
11,91,709,-1,291,19,no,4204,258,75308.77
2,87,371,-5,248,15,yes,848,346,75240.69333333334
8,70,943,-4,286,8,yes,1090,168,75693.30666666666
3,103,454,-2,104,18,yes,2508,497,73844.50666666667
2,48,554,-2,185,12,yes,1951,73,77438.40666666668
9,94,402,-4,122,18,yes,79,168,77732.69666666667
2,113,804,-4,184,19,yes,4087,390,73225.42333333332
6,114,358,-5,225,18,yes,4072,225,80591.98000000001
11,120,350,-3,165,7,no,1308,314,72036.72666666667
1,77,987,-4,199,11,no,136,445,77097.95
3,80,648,-2,165,13,yes,4823,470,76567.63666666667
5,100,298,-2,200,13,yes,1036,427,74978.38333333333
8,90,576,-5,272,6,no,1998,15,76638.59333333334
7,71,985,-3,119,5,no,3987,139,77415.45333333332
7,97,709,-2,195,9,no,1104,83,63103.863333333335
3,87,966,-4,178,13,yes,1643,358,72816.58
5,65,542,-5,275,9,no,4558,378,80923.58333333333
7,34,486,-4,102,20,yes,2228,276,70203.91
6,59,802,-1,144,6,no,2614,372,75028.72000000002
5,72,299,-4,238,10,yes,2694,7,76210.00666666667
1,122,660,-1,280,13,yes,411,270,70854.82333333333
8,107,749,-4,167,12,no,3149,228,78409.64666666667
2,111,494,-2,147,18,yes,4467,135,73306.46333333333
11,125,822,-5,123,17,yes,4243,420,68165.55
2,39,949,-4,193,9,yes,3815,499,75400.39
1,100,730,-1,214,9,no,2422,446,76754.67
3,109,638,-4,141,19,no,1904,348,78134.61333333334
3,124,845,-4,101,15,yes,1665,199,70765.12333333334
11,107,549,-4,205,12,no,1016,33,73187.34000000001
11,124,308,-2,133,17,yes,3512,183,69931.51
4,50,625,-1,285,6,no,919,75,79470.45333333332
6,98,831,-4,163,15,no,4810,137,68385.40333333334
4,88,335,-1,215,10,no,3050,306,75017.75333333334
3,115,477,-1,191,12,no,2461,410,74650.64666666667
1,96,817,-4,116,7,no,166,353,71999.51333333334
3,40,526,-1,278,19,no,2356,275,75406.77333333333
11,65,581,-2,153,10,yes,4209,451,71846.85666666667
4,101,732,-1,245,12,yes,2139,39,80300.52666666666
2,113,567,-2,219,18,yes,4753,18,78513.03666666667
8,123,324,-4,201,14,no,3455,89,81925.57
5,99,976,-4,101,9,yes,3981,5,75161.91000000002
8,76,948,-3,139,7,no,4776,264,72866.76666666668
6,34,387,-3,214,9,yes,3368,483,74865.7
8,63,350,-1,248,8,yes,4136,197,68742.64
7,83,839,-4,232,12,no,3353,479,74471.74333333333
2,120,326,-1,147,12,yes,4121,384,72069.44
10,49,620,-5,175,14,no,1977,399,77541.34666666666
10,111,393,-3,285,16,yes,2268,74,75630.35333333333
11,96,567,-4,230,10,no,4620,493,78304.73
9,64,601,-2,120,5,yes,791,222,73338.10333333333
7,110,409,-2,162,11,no,3402,493,73791.49
4,45,903,-5,172,8,yes,4871,160,73756.82333333335
2,32,936,-5,188,15,no,1413,16,72720.61
3,51,938,-2,130,5,yes,921,207,76275.63666666667
8,92,319,-2,284,10,no,4826,94,76667.25
4,78,758,-4,155,6,yes,3027,184,74098.47333333334
8,49,619,-4,122,6,no,372,201,85629.46666666667
9,128,568,-5,118,18,no,1854,237,77577.37
9,73,326,-2,254,20,no,1412,357,76172.17666666668
5,121,943,-2,174,9,yes,2168,497,76697.25
6,47,316,-2,216,16,yes,158,415,73276.3
3,114,909,-5,280,20,yes,1078,97,78756.73333333332
9,70,699,-3,253,8,no,951,206,73721.63666666667
4,126,649,-1,180,19,no,1744,439,75956.71
11,59,995,-3,236,14,yes,3238,447,74282.74
7,80,287,-4,217,15,yes,402,336,75337.51
11,50,519,-5,207,11,yes,1509,349,75246.91000000002
2,98,389,-5,216,14,yes,2151,44,73382.52
4,64,349,-3,141,5,no,382,489,67088.38
7,128,430,-2,274,20,no,4465,26,76558.31666666667
8,77,495,-2,254,18,yes,3040,480,75244.03666666667
1,81,436,-3,165,19,no,4688,112,75856.48333333334
4,120,779,-2,280,11,no,401,425,80471.59333333334
9,125,710,-3,150,9,yes,3399,352,75990.61666666667
11,81,342,-1,120,15,yes,1075,22,74832.2
7,62,284,-4,254,18,no,277,353,83460.3
4,68,635,-3,251,20,no,3560,434,74204.76000000001
10,75,425,-4,263,13,yes,2591,337,77501.58
5,94,435,-3,214,15,no,653,131,75398.00333333333
6,105,860,-2,279,7,no,3264,62,71351.60333333333
9,76,816,-3,110,14,no,862,259,78002.72
1,44,350,-3,255,10,yes,2974,256,76932.25333333334
1,80,533,-4,285,14,yes,1942,452,76136.53666666667
8,56,827,-3,242,11,yes,3712,282,73823.77333333333
5,126,979,-4,278,12,no,4763,336,78512.51333333332
4,98,896,-3,163,19,yes,1486,320,73000.53666666668
6,65,423,-3,198,7,no,845,106,72430.93333333333
9,88,361,-2,118,5,yes,3579,219,76751.94666666667
9,76,430,-3,212,14,no,3165,120,75795.68000000001
7,122,555,-2,197,17,no,2056,175,70916.77
3,81,261,-2,127,6,no,1110,230,79307.74333333333
8,114,604,-5,246,14,yes,1832,21,80319.25666666667
4,112,773,-1,101,20,yes,4257,409,77292.01333333334
11,38,489,-3,253,20,no,1266,182,77549.94
2,127,1015,-3,182,17,no,1462,123,70726.90000000001
4,86,912,-4,193,20,no,1476,170,79768.54666666668
3,51,500,-2,224,18,no,2965,84,81190.65666666668
4,73,369,-1,125,15,no,3208,44,72017.83666666667
8,124,756,-1,294,5,yes,425,20,73890.95666666667
4,72,620,-1,147,18,yes,4055,100,70757.87666666666
11,121,904,-5,240,14,yes,4705,154,72126.08333333333
1,116,960,-1,235,11,no,2871,496,78447.05
6,86,533,-4,226,6,yes,2995,69,73253.90666666668
2,69,666,-5,179,8,no,3424,230,73671.17
2,40,561,-4,216,17,no,4665,373,74107.09333333334
10,52,860,-2,112,9,yes,3140,373,75996.92333333334
9,61,534,-1,274,12,no,1653,230,77518.66
4,55,266,-2,132,18,no,1384,365,74301.73333333334
8,86,278,-5,147,6,yes,959,1,77272.46666666666
6,108,753,-1,273,18,yes,3575,476,77348.58
1,51,897,-5,255,5,yes,3875,300,74109.68666666666
5,49,362,-3,127,7,no,3702,248,75584.91000000002
9,81,690,-2,290,19,yes,4506,371,73630.13333333335
2,33,415,-5,147,17,yes,2934,297,71142.76666666666
2,45,258,-4,269,14,yes,2945,189,76231.22000000002
6,128,267,-5,153,11,yes,3761,122,70973.3
4,53,479,-2,116,10,no,3298,368,75182.95
1,34,606,-5,128,5,no,3288,24,73578.94
11,125,434,-1,258,5,no,2423,226,74448.08333333333
5,60,744,-5,175,12,no,4074,134,73304.40666666668
5,85,868,-2,222,15,yes,3849,124,71929.64
2,93,756,-4,125,7,no,1836,311,69961.78666666667
10,128,519,-4,284,20,no,4747,8,75875.33666666667
5,39,672,-4,182,15,no,3325,382,62419.18666666667
9,56,820,-2,253,13,no,2663,113,58710.66
8,125,432,-2,167,9,yes,1982,368,72799.98666666668
5,46,373,-1,245,18,yes,259,76,70950.94666666667
3,50,471,-3,252,5,no,4465,40,68852.90000000001
10,78,871,-2,296,7,no,2543,254,78015.68000000001
7,72,456,-1,165,13,yes,4158,70,72456.60666666667
8,52,904,-2,177,19,no,3397,343,72968.76
5,48,807,-3,257,16,no,1324,96,76267.14666666667
5,118,722,-4,248,8,no,3328,84,72191.97333333334
8,101,931,-2,212,5,yes,4384,22,70851.54666666668
2,127,674,-2,262,9,no,4412,190,76192.49666666666
6,100,592,-1,109,13,no,2763,37,70617.27333333333
4,55,323,-1,159,5,yes,3439,260,74952.71333333333
4,39,753,-2,283,5,yes,3030,281,73794.11333333333
6,32,434,-2,184,19,no,1384,81,76442.97666666667
6,88,590,-3,225,18,no,3344,416,77364.48666666668
10,105,484,-1,296,15,no,1273,57,79741.98666666666
4,66,971,-5,260,18,no,208,397,78330.05333333333
7,59,795,-3,108,14,no,611,121,73605.14
1,107,905,-1,183,18,no,2912,99,79085.23
11,76,516,-5,268,15,no,1238,226,71901.75333333334
5,98,849,-1,209,11,yes,4324,358,75034.58333333333
5,40,477,-5,283,20,yes,4265,471,72114.99333333333
8,68,360,-1,215,16,yes,4596,489,80054.66666666667
3,60,424,-5,113,12,no,3095,210,72298.71666666667
8,80,658,-3,146,18,yes,3813,124,78589.27333333333
1,110,516,-3,155,14,no,1814,299,79258.6
6,47,634,-4,274,6,yes,2458,283,76474.01
3,79,319,-5,289,7,no,181,199,71880.37333333334
7,45,520,-2,116,13,yes,767,382,85743.56333333334
4,88,269,-5,129,14,no,94,493,77330.73333333332
10,64,915,-1,101,11,no,3468,495,75084.25
9,70,288,-5,253,15,yes,4559,56,74159.12000000001
6,78,771,-2,136,8,yes,4026,133,76944.54
9,62,390,-2,235,5,yes,3739,142,75632.14666666667
5,119,696,-3,201,8,yes,3322,489,71308.17333333334
9,122,351,-4,269,17,no,2849,103,70421.23999999999
11,85,703,-5,177,5,no,4469,218,77122.75333333334
1,38,519,-3,243,6,no,1692,464,77277.5
9,92,410,-4,164,17,no,3000,88,76012.48333333334
2,126,794,-5,286,18,yes,1016,11,74877.47333333333
6,62,515,-1,256,7,no,724,209,76306.21666666667
